full_name,a,e,i,om,w,ma
436671 (2011 SV71),2.625273112,0.611095072,13.42904192,80.6187349,190.4928525,98.88759218
436724 (2011 UW158),1.620743851,0.376373571,4.572213948,285.9884391,8.783653905,225.3201702
436774 (2012 KY3),1.232061817,0.486445099,21.3915852,21.5449389,87.28949631,149.7154238
437841 (1998 HD14),0.96310781,0.312637014,7.813930943,183.7745215,260.8991323,74.69652674
437844 (1999 MN),0.673852712,0.665428848,2.021075438,80.88135409,9.734528209,141.1600832
437905 (2001 XU30),2.192006286,0.66717155,8.91483809,72.4705918,106.5680665,283.9844071
438105 (2005 GO22),1.914242959,0.82308803,1.563415364,61.76083256,19.09413539,351.8906034
438661 (2008 EP6),1.2091003,0.293140114,17.72345054,303.2504337,130.3194986,273.8353307
438908 (2009 XO),1.859694459,0.54249797,0.350750351,27.73484507,140.7162377,103.0445843
438955 (2010 LN14),1.153322312,0.474298572,1.488685707,342.7931696,33.48374028,105.0435486
439437 (2013 NK4),1.02303714,0.549830216,6.523715335,33.75017178,50.58020117,339.5578693
439877 (1999 XM141),1.236407283,0.369292225,21.62001005,73.02115351,105.7165674,53.92237659
440212 (2004 OB),1.680813071,0.430177779,3.441859397,174.5350157,223.3283699,142.125669
441641 (2008 WZ13),1.997407474,0.560549292,8.178010343,51.94661208,133.657666,36.60638253
441987 (2010 NY65),1.001967634,0.37034017,11.56576622,267.978834,251.7822543,242.0295805
442037 (2010 PR66),2.928093761,0.687043472,17.58874346,292.7473799,319.5328789,34.6004899
442523 (2011 WU95),1.666729232,0.424724203,6.715537457,67.69960115,242.3738855,154.2019839
443103 (2013 WT67),1.034971865,0.192143821,21.47011104,322.7651778,99.03776835,288.4653414
443806 (1998 FL3),1.259823324,0.247747186,26.38652454,180.1142982,121.3315011,296.8944959
443880 (2001 UZ16),1.759450397,0.426197235,12.67689462,323.1388048,28.5649388,89.06517725
444004 (2004 AS1),1.070549818,0.174386564,17.21553068,322.5442883,262.0859189,9.096599268
444193 (2005 SE71),1.069545232,0.194423149,24.83177725,39.11413471,78.2833929,215.1577606
444584 (2006 UK),1.494075281,0.539198775,4.744797864,244.0024193,252.2656089,220.3204468
445305 (2010 DM56),1.305889285,0.2924713,25.60263519,349.6280373,48.18077114,146.1767372
445974 (2013 BJ18),1.477833665,0.363773808,3.710659326,90.84388326,159.6066242,50.47307061
446791 (1998 SJ70),2.239002121,0.705082122,7.302375038,21.47364644,246.9842262,252.1099734
446862 (2001 VB76),1.45852939,0.348569132,4.236423592,259.4562586,248.4266576,244.2451601
447755 (2007 JX2),1.708036338,0.526683146,4.220992095,44.43801361,87.76217998,62.47568701
448003 (2008 DE),1.71439394,0.413489619,14.75889592,55.94138837,179.1835127,219.2223264
448721 (2011 BN24),1.544156218,0.412082573,3.935088575,195.7625724,61.82884273,329.1812339
450142 (1998 XN2),1.998551003,0.541910406,1.788957354,255.2531527,126.9127044,297.9030407
450263 (2003 WD158),1.426600052,0.409274855,16.71566572,92.26934876,102.27669,287.1825081
450270 (2004 AE),1.431527154,0.332866464,18.73028735,307.587812,193.154658,305.1034403
450293 (2004 LV3),1.231259994,0.275578396,35.34245395,273.4847863,121.3210822,307.5059802
450300 (2004 QD14),0.941735856,0.33782576,6.248065507,75.26595421,109.3125359,55.18556261
450894 (2008 BT18),2.221980041,0.593129316,8.134951265,107.6238347,139.3527499,281.5823232
451003 (2008 UD1),1.715660423,0.463448808,6.476835703,154.2182343,6.586520883,54.43500572
451124 (2009 KC3),3.205687215,0.699555473,10.02352595,340.0781572,337.278083,351.4675433
451157 (2009 SQ104),1.284674381,0.279603813,4.017743833,56.54184711,95.63246938,124.8530867
451297 (2010 TK54),1.840308763,0.495123725,30.80046108,28.16939117,222.9669781,123.4472815
451370 (2011 AK5),1.187650512,0.230736972,5.523085684,316.7955408,325.6838099,71.85288122
452302 (1995 YR1),1.697567581,0.827063179,3.570145635,107.0481413,109.4380059,72.60277649
452376 (2002 AC5),1.759234642,0.49315907,16.54866704,82.40243086,331.6932407,59.28963166
452807 (2006 KV89),1.149838281,0.272773758,3.554103396,71.71573675,87.75642569,340.6135531
453563 (2010 BB),0.820132034,0.277484385,10.02445647,279.7390736,28.96400758,24.31903996
453707 (2010 XY72),1.133240464,0.228752424,31.48106291,34.43630687,307.0354791,146.497363
453729 (2011 BO24),1.380670058,0.277911553,20.36529506,91.4868987,178.6164921,269.404841
453778 (2011 JK),1.911363282,0.463586219,6.686630925,203.3466343,10.876373,221.1526044
454094 (2013 BZ45),1.014738353,0.144653153,11.8512707,131.072435,98.67929982,186.7063603
454100 (2013 BO73),1.331543951,0.418381695,4.543546204,24.79107536,298.1285932,178.0046446
454101 (2013 BP73),1.328445664,0.62885514,6.850079735,80.05405106,251.8469234,142.1759444
455148 (1994 UG),1.239221232,0.292731298,5.214198297,13.6190361,225.4448831,122.7382479
455176 (1999 VF22),1.312484916,0.738635185,3.908700773,3.408989143,271.813138,46.0173326
455184 (2000 ED14),0.834980122,0.566672868,13.77871976,3.882501029,310.1143783,353.6804091
455299 (2002 EL6),2.301452011,0.577200223,9.516130105,84.94467657,186.54785,111.12827
455687 (2005 EK94),1.97835245,0.47966154,14.18494117,103.0551492,154.9570734,209.2311684
456938 (2007 YV56),1.575513672,0.621993797,6.244405577,102.4009257,265.7228806,226.3629362
457662 (2009 DZ),1.452657362,0.302035773,14.11653255,151.4725481,335.8539816,281.5432227
457768 (2009 KN4),1.941126852,0.524781357,9.144152195,308.2334751,38.29619016,69.33890013
458116 (2010 DA),1.030374694,0.565696672,20.5344594,162.3251379,122.236961,46.19145293
458122 (2010 EW45),2.064260849,0.668755229,2.11434812,233.002378,135.4449696,249.1115284
458418 (2011 AM12),1.854297693,0.537622586,38.50791106,124.7865152,237.6916247,13.40000772
458436 (2011 AL52),2.805527557,0.635365931,13.42638662,272.7102848,171.7575045,31.42094774
458723 (2011 KQ12),1.810361052,0.502966939,19.28318242,83.66073551,142.8808276,327.6835114
459683 (2013 MY5),1.66187877,0.452963553,2.996377766,102.893213,279.001837,137.8370369
461353 (1999 LS7),1.010130806,0.300781543,13.05211351,252.3012825,123.7597335,346.1669608
461852 (2006 GY2),1.858061405,0.496014978,30.55747648,54.30917717,216.7384506,262.4452203
462238 (2008 CN1),0.770735447,0.347688297,7.218101414,331.4648519,7.245269834,146.8603892
462550 (2009 CB3),1.064688696,0.723561361,21.51008996,158.7499599,229.4805198,332.4150604
462959 (2011 DU),1.171680663,0.317866234,2.94385001,176.9263288,120.1140303,155.8087953
463387 (2013 CT82),2.084051214,0.624870829,1.798346858,271.4754768,90.41336572,291.6706327
465617 (2009 EK1),1.240813724,0.229028682,9.125813939,358.3967504,21.84168908,311.7192792
465633 (2009 JR5),1.252634558,0.351414428,3.94934887,128.2100065,309.9257121,234.7055003
465824 (2010 FR),1.131078087,0.36529594,14.24339618,167.2836536,272.7253378,31.47110698
465826 (2010 GA24),2.098157757,0.545505775,7.687393192,30.7266443,237.5457238,167.3699693
465892 (2010 UT7),1.583608804,0.660608042,25.43226532,65.78913484,277.2883889,55.67252173
466130 (2012 FZ23),2.489662733,0.608061068,75.37949669,179.3657627,357.8292736,79.55842041
466508 (2014 GY48),1.609725898,0.418248869,39.6227423,37.6311989,212.8009641,74.23495399
467309 (1996 AW1),1.535228629,0.518400922,4.765118116,117.5242228,229.3948094,84.39411963
467317 (2000 QW7),1.948694349,0.468937488,4.152450968,158.5667945,190.9416369,166.7334824
467336 (2002 LT38),0.845080611,0.313743701,6.195751899,259.3978434,162.7711907,144.6281408
467351 (2003 KO2),0.72738076,0.510953448,23.50037426,215.5042868,203.9834977,33.14368525
467460 (2006 JF42),0.671862308,0.581649077,5.950389158,40.87907157,17.80734716,321.0872672
468005 (2012 XD112),1.322760519,0.365660052,3.722020917,97.81242878,76.69493947,48.15486949
468468 (2004 KH17),0.712098132,0.498287962,22.12319816,79.14686277,340.7008546,39.87984028
468727 (2010 JE87),0.90436027,0.43688352,16.92222491,120.5058149,242.3190434,29.42699872
468910 (2014 KQ76),1.006985105,0.423352356,4.774353233,127.8759735,324.8697841,307.3839077
469445 (2002 LT24),0.720083773,0.495795371,0.763469076,166.1356093,282.6539044,278.6617361
469896 (2005 WC1),1.400511207,0.48659767,19.98462829,265.0140544,256.719528,349.9378661
470310 (2007 LB15),0.938529506,0.395346927,25.19234614,262.7955424,237.3368157,50.21317895
471240 (2011 BT15),1.29299198,0.302337175,1.661433823,105.3661263,308.8027498,288.6334944
471241 (2011 BX18),2.877509106,0.729420329,14.55268506,310.9044283,303.9508883,330.5799627
471323 (2011 KW15),1.169891278,0.493712301,23.65808146,283.3760579,97.48823612,132.6972828
471926 Jormungandr (2013 KN6),1.465758698,0.850887977,23.56383267,229.5038677,232.4612727,125.4638834
474158 (1999 FA),1.078258186,0.132732155,12.02880168,166.0925133,296.9883135,212.776588
474163 (1999 SO5),1.085914971,0.065225113,13.36499782,196.0752675,359.6971734,75.41625753
474231 (2001 HZ7),1.469429343,0.498698907,5.425232851,156.3013613,312.8570938,57.87252514
475534 (2006 TS7),0.946457833,0.580291144,5.500949205,225.1917469,299.9975256,53.42984449
476601 (2008 SE85),1.625794472,0.525241706,29.60840363,177.434873,294.9114372,283.236733
477162 (2009 ES),1.436278418,0.329335402,30.33260481,343.7242876,311.1801123,198.9209624
477465 (2009 XZ1),0.855700653,0.533798695,8.158749455,81.98771451,152.988567,206.3586307
477519 (2010 DJ56),1.249892992,0.245358555,34.84525816,149.926048,309.2922292,324.2290735
478574 (2012 TS78),1.608040866,0.381466498,32.67518235,8.286840729,196.7023614,167.2229371
480808 (1994 XL1),0.670894479,0.526255192,28.16729064,252.6791918,356.5442987,205.6354316
480820 (1998 VF32),0.850823538,0.443818438,23.74443068,236.276135,320.9353975,305.9276589
480822 (1998 YM4),1.476820717,0.719683725,3.433764756,341.7556841,344.5423821,127.1457771
480858 (2001 PT9),1.468272394,0.45488491,7.182458731,330.0404053,261.5533535,356.3046165
480883 (2001 YE4),0.676844065,0.540414765,4.845330968,305.4743629,318.8657827,247.2013824
480936 (2003 QH5),1.259619809,0.220188014,17.61763396,299.2303202,321.1494722,131.7852768
481327 (2006 BB27),1.36232694,0.245783644,27.15742544,132.1875438,144.6759437,18.89309728
481394 (2006 SF6),0.950084749,0.280574646,5.838977793,227.9794014,305.5334852,331.9860818
481457 (2006 XD2),1.266634766,0.425165451,3.56077599,65.62071724,109.4761587,249.1687068
481482 (2007 CA19),2.809976473,0.82133563,9.595560627,170.0097242,102.5291519,322.8463446
481532 (2007 LE),1.838214708,0.516648426,29.52677315,73.71857511,120.1480142,170.7526333
481817 (2008 UL90),0.6950612,0.379849529,24.30934092,81.1399552,183.6524293,141.1144671
482250 (2011 LL2),1.134014631,0.096353668,24.67570649,68.25063814,163.5924917,336.2089954
482344 (2011 WL15),1.351961857,0.28192868,18.38820448,72.92678659,170.6842443,76.8574064
482467 (2012 LK9),2.51202579,0.619500572,10.13335453,61.89067608,314.4859104,3.824351377
482488 (2012 SW20),2.45869175,0.679320195,10.17014453,209.6422249,62.31398016,66.31517899
482650 (2013 BK18),1.626601059,0.494349407,28.89429052,137.7380846,64.62168618,272.6586357
482766 (2013 GF69),1.966514674,0.497991587,10.00967165,174.8901465,153.1645652,216.6536549
482796 (2013 QJ10),0.959201781,0.42500501,18.15206318,327.4608771,243.8458094,2.800773108
482798 (2013 QK48),1.585894752,0.829279872,19.01289651,141.5743695,46.99875162,298.8333201
483422 (2000 CE59),1.137310502,0.166559972,12.26492396,318.6449767,307.4788176,318.7698631
483423 (2000 DO1),1.429798389,0.681926466,3.457668758,335.8405429,302.7626102,23.37015705
483432 (2001 DF47),1.215153881,0.37064659,18.47371633,146.6363887,260.2555689,343.7662839
483508 (2003 CR1),1.453031928,0.462895608,12.72074194,310.9636779,101.9712825,111.9089438
483560 (2004 BV1),1.462854913,0.367481093,12.15976228,96.75632806,223.2571693,317.0567288
483989 (2006 CY10),1.958529518,0.485433943,6.781366068,32.51151813,167.3658114,131.6449497
484402 (2007 XH16),1.187105943,0.234895074,27.43001083,91.29037033,58.29748967,336.0538868
484506 (2008 ER7),1.486518428,0.623800464,2.237660731,323.453759,80.99200174,76.56862975
484517 (2008 EC69),2.75818071,0.617449711,24.75723508,93.3038568,178.1861664,266.3083311
484976 (2009 UN3),2.325970488,0.576399495,37.4531581,141.9699383,338.7950644,25.98159873
485652 (2011 WO41),3.013833199,0.731598396,20.0554804,112.1571232,125.2336272,247.5990224
487577 (2014 YQ15),0.963782121,0.235823708,10.91777492,81.83929841,252.3380864,212.6124308
488453 (1994 XD),2.346965672,0.733870625,4.310310553,96.1520449,249.3770663,98.77671989
488490 (2000 AF205),1.034190201,0.276853045,2.407526519,220.0082134,127.3278468,61.53997842
488515 (2001 FE90),1.934592585,0.494563365,8.792723554,98.53360091,145.1149592,104.4216686
488789 (2004 XK50),1.451251245,0.688637571,38.21485684,94.14030576,103.960235,19.5547411
489486 (2007 GS3),1.061219063,0.129091766,15.08899772,215.4036594,61.04364225,123.9530912
490354 (2009 FF19),1.213111215,0.409322923,0.558427899,84.8406225,244.8604693,174.3566928
490581 (2009 WZ104),0.855352862,0.192755369,9.834508021,263.2661444,10.56040556,127.1346622
494658 (2000 UG11),1.929169247,0.572426201,8.9147359,224.1150031,240.6554812,167.5403266
494690 (2004 JQ1),1.193736445,0.450082912,32.82929149,77.07168011,272.6205234,189.9952514
494697 (2004 SW55),1.426855109,0.333764986,8.788659156,75.1562955,352.7962384,152.1657291
494710 (2005 MO13),0.863425268,0.41067393,6.316273949,176.6051845,250.1874935,332.0771955
494999 (2010 JU39),0.919147446,0.546018402,36.21213259,95.17625419,311.3722211,168.2629367
495187 (2012 VO76),1.204434458,0.215167457,36.94912344,229.4843042,297.3596693,308.6845609
496005 (2007 XJ16),2.257571949,0.556615407,6.239254695,309.1097982,32.88486168,346.3634938
496013 (2008 EL6),1.728550969,0.480174344,13.14290438,177.6868785,38.32644048,206.8043791
496816 (1989 UP),1.861087174,0.472034826,3.855212533,53.17130387,17.83350672,73.13364445
496817 (1989 VB),1.861567438,0.45999389,2.184818383,37.84935131,330.8770579,95.1469744
496860 (1999 XL136),1.817344985,0.647655985,8.911819917,270.3406504,275.0568055,185.8844728
496901 (2001 HB),1.313966043,0.693865704,9.281853767,195.8406399,237.9780022,63.98522629
497117 (2004 FU4),1.260215359,0.263858193,23.24946409,31.57516802,46.32344288,41.03348972
497245 (2005 FH),2.700253281,0.654392335,35.0803113,143.6635351,318.3086792,221.9213564
499582 (2010 TH19),1.464540519,0.310060867,6.825494849,254.2332941,201.4578665,218.6704871
500080 (2011 WV134),2.785565505,0.678298378,6.040376322,157.7151729,25.69434247,314.5387497
503861 (1998 WZ1),2.162867704,0.556961878,4.314317307,344.8428139,137.4351579,321.7945076
503941 (2003 UV11),1.453252039,0.763105118,5.926419706,31.87202235,124.8188453,256.7475876
504034 (2005 UJ159),3.340639942,0.831509717,35.4833427,80.67631623,95.50801146,160.2512016
504256 (2006 VD13),1.947236828,0.484666652,11.72521306,313.9769686,162.879008,38.39024937
504680 (2009 EO2),1.71181187,0.481082512,11.49125989,264.7373999,220.4513114,106.8948858
504800 (2010 CO1),1.012522281,0.217800618,24.02056486,351.5699538,252.6708711,164.7767394
505178 (2012 TV78),1.815663228,0.549576379,7.478929547,252.0277238,244.5609043,65.0452543
505657 (2014 SR339),1.299705836,0.303920678,29.79528789,138.7565072,299.6606991,5.664998831
506074 (2015 UM67),1.558064817,0.687183112,6.00467986,150.0672561,132.2337217,258.1505654
506491 (2003 UW29),1.169577623,0.838441011,3.758560662,196.5412874,55.20385056,245.0508664
506732 (2006 VW2),1.235829436,0.294516262,10.04782223,229.8023082,299.612479,5.779461579
506859 (2007 VW137),2.227523697,0.739070649,5.946139067,299.668541,245.0537896,298.7365707
507716 (2013 UP8),2.539179675,0.617512489,47.75953796,55.17102208,187.3603059,337.0652739
508774 (1999 JE1),1.323283699,0.701746637,20.9090106,53.09248673,302.6952509,27.66647789
508908 (2003 YX1),0.879830656,0.267021463,5.757135361,89.65464885,223.180638,325.0193519
508967 (2004 VC17),1.895563715,0.810967001,20.40592099,229.23489,65.12196113,78.80352068
509191 (2006 OC5),2.400978929,0.651980579,4.744956229,149.1388718,245.7337329,294.7600686
509352 (2007 AG),0.720607625,0.374133798,11.94621217,283.2309171,5.699670506,96.89197674
509456 (2007 LF),1.682468443,0.419782534,6.986026812,239.4445722,333.7627361,87.35902573
509821 (2008 WQ63),1.733903865,0.607083417,0.920546252,317.3567911,228.7490384,64.00293345
509935 (2009 QL8),1.931103354,0.540595382,4.240115818,84.48612651,339.6558591,48.39629801
510055 (2010 FH81),1.225635534,0.210401088,16.79336417,84.62393849,158.2774132,286.8356457
510529 (2012 EY11),1.148287846,0.150738952,9.020699982,167.5982622,238.8990774,143.7319569
511008 (2013 PX6),2.595315604,0.65154599,13.66170521,187.4401833,229.6625633,255.8887231
511684 (2015 BN509),1.006543924,0.568412287,4.154003603,120.1140405,143.2015292,240.0128271
512234 (2015 VO66),0.952214757,0.599934346,14.02510731,64.47578531,219.2887717,245.925416
513126 (1998 QP),1.785574996,0.582328485,9.353250211,326.4645363,78.41426083,107.6111708
513171 (2004 MD6),0.95080326,0.563063193,29.32408128,263.865062,231.4291036,359.0265547
513489 (2009 EV),1.728426964,0.523289865,17.00388906,138.5710761,250.234179,138.2715372
514150 (2015 KJ57),1.55882243,0.404082471,2.627762872,14.39937465,336.4337737,250.8044158
514568 (1994 RC),2.265116101,0.603256949,4.757036436,344.2810754,286.5694406,268.3551163
514596 (2003 FG),1.241654912,0.715057184,15.66534324,6.999722017,312.8855049,248.7868838
515767 (2015 JA2),1.034158092,0.349202992,16.42145119,126.6183524,246.2087115,1.492993075
516154 (2016 CL32),1.54310913,0.460078349,12.21478914,123.5133872,292.928057,214.5471266
516155 (2016 DP),1.022546123,0.477102986,13.32771811,54.38395169,254.0004738,138.4370121
517103 (2013 EM20),1.371422672,0.317951782,8.36355022,73.90198529,350.1654837,17.82531084
517681 (2015 DE198),2.062848607,0.582757126,12.24406323,33.2606882,218.1915007,304.4906853
518640 (2008 KZ5),1.842300931,0.454153303,8.368666533,142.6071453,194.3401055,329.1704524
518678 (2008 UZ94),2.189826051,0.572095405,30.25305801,248.2584602,159.6707438,257.6302117
518810 (2010 CF19),1.192924252,0.269898161,7.17733421,154.7230357,265.2994189,163.9986471
518847 (2010 DM),2.080292392,0.839953966,5.005000149,140.7896411,220.9736256,269.0936738
522684 (2016 JP),0.994223789,0.383505157,11.32855866,202.5910346,255.6898444,312.2706117
523589 (2001 HA4),2.686584377,0.793871285,17.17691638,354.1181854,95.62048769,181.8972401
523598 (2003 ED50),1.415893829,0.546747101,33.73239716,173.5146107,93.98688908,159.8747274
523606 (2005 CJ),1.749481269,0.525317147,1.082456535,357.8518213,81.97555901,326.9601208
523609 (2005 PJ2),1.198133504,0.659455598,17.42353013,326.4554124,128.8768939,197.3407786
523623 (2008 CB22),2.363806127,0.654061244,7.280735804,51.31581197,33.33973327,208.3494904
523630 (2009 OG),2.70391489,0.858443734,48.3880485,309.4013135,114.1653875,187.4810621
523650 (2011 GQ61),1.590001618,0.412496587,65.1682546,333.5183947,155.0827671,311.0929046
523654 (2011 SR5),1.178184713,0.70591273,29.11691938,180.1384167,305.5227948,37.97340795
523656 (2011 WO4),1.737622753,0.497413397,60.92943247,225.18201,236.0143904,324.1910867
523662 (2012 MU2),2.055140591,0.51402105,11.21958683,250.3187471,16.62877245,315.509259
523664 (2012 OD1),0.828813004,0.502600117,42.27437025,303.742743,224.3627979,162.2108776
523685 (2014 DN112),1.849010464,0.493717358,4.299395491,260.2313435,145.828124,314.7917944
523732 (2014 PG51),1.205595527,0.452565323,3.792610548,275.8173887,294.050912,349.7310455
523775 (2014 YB35),1.876925936,0.483258738,12.64052374,3.741257652,188.6510599,79.72554483
523788 (2015 FP118),2.12021704,0.550300926,2.678630767,201.3641608,108.1339442,274.5593487
523804 (2000 YF29),1.491509066,0.371434024,6.300293671,124.8468284,27.93840066,318.9756724
523808 (2007 ML24),0.758635764,0.358643771,33.43927334,281.883339,201.462617,358.9967302
523813 (2008 VB1),1.277590646,0.274965233,10.31617877,50.37842971,136.8961981,28.84621511
523814 (2008 WN2),1.417969897,0.312078506,3.747076638,227.146684,283.2867091,358.8310946
523816 (2009 ST103),2.696105764,0.719707761,15.77051917,226.7674724,234.4597311,175.0286046
523818 (2010 SH13),1.205975864,0.136932416,13.86148135,190.5940487,10.96066718,52.16121789
523820 (2011 GN44),2.244330688,0.598094311,55.01665753,16.92622963,319.3639987,256.9782306
523934 (1998 FF14),1.25335535,0.312453974,38.69116909,359.8390058,301.121759,348.3380577
523950 (1998 SZ27),0.905346477,0.506617407,23.64184214,166.7019009,47.73051255,20.36773769
524475 (2002 KJ4),2.265355799,0.559524331,27.86882078,75.64610204,155.2040206,163.2784956
524522 (2002 VE68),0.723665864,0.410062231,9.034519935,231.4894218,355.4211045,326.4152526
524594 (2003 NW1),2.422942615,0.643146558,6.154550224,265.08127,118.7905673,202.1100145
525229 (2004 UU1),1.226090404,0.273567872,29.96041711,217.7747055,113.5833948,358.8939299
525231 (2004 VB),1.45879081,0.409404869,10.8591805,52.39258889,71.54840797,14.85830438
525268 (2004 XL14),0.75958534,0.410352026,21.46255181,85.61679594,157.571466,278.2230146
525356 (2005 BG14),1.993219242,0.727450152,21.67966451,94.97297035,280.9576844,254.6423947
525484 (2005 GL),1.05615147,0.306238153,15.89652253,43.62105377,265.3300113,87.57794736
526587 (2006 TB),1.562051425,0.324488046,27.56627909,169.3151022,180.9486211,106.6954048
526670 (2006 UL217),1.430274183,0.348574856,9.922081315,45.19329412,310.0900075,114.3601304
526878 (2007 FE),1.793870931,0.456805982,6.99718647,122.638394,135.2233537,235.8962277
527715 (2007 YQ56),1.140915094,0.288043734,26.4528996,276.0223627,273.0644999,160.972599
528159 (2008 HS3),1.350037424,0.225361992,8.173200602,227.714711,5.01584604,6.704158374
528804 (2009 BJ58),1.850914575,0.711226334,13.02772067,131.4554986,85.5947308,233.5758846
529366 (2009 WM1),1.180420914,0.168883986,25.76638138,240.2663129,162.6290796,245.800959
529668 (2010 JL33),2.680083024,0.734732397,5.373520697,52.49893657,309.807138,116.1475102
529753 (2010 MF1),2.499610732,0.588450007,9.102203666,286.966548,27.82041398,223.2470763
529951 (2010 UD),1.097763022,0.264060404,26.28746238,23.7497873,262.2602865,10.52722777
530085 (2010 XC11),2.515338503,0.849924499,9.110901804,94.22429245,121.2952523,153.5455055
530520 (2011 LT17),1.09967523,0.287344929,20.89758643,83.46557569,270.5865859,29.66527596
530974 (2012 BN11),1.457455322,0.394641947,4.357149985,153.7473853,69.67148391,335.5727471
531060 (2012 DJ61),0.917598739,0.515371322,53.63405218,346.2715222,311.9623764,252.0019539
531277 (2012 MM11),2.111696367,0.647907586,3.18214175,245.4966943,124.1306126,252.2203646
531899 (2013 BE19),0.91135494,0.297419162,31.00685242,309.2719127,311.9783077,279.1186691
531914 (2013 BW76),2.058102109,0.533405813,40.35555166,58.24747209,0.52421109,243.2601435
531944 (2013 CU83),1.283724671,0.182229067,10.35063739,303.4157021,18.56441719,308.9039743
533011 (2014 AY28),1.425469668,0.282533004,5.708418124,169.5905809,22.63193247,340.8013231
533372 (2014 GG17),1.366972386,0.352493595,39.15038754,195.2912343,239.568678,154.3902295
533671 (2014 LJ21),2.88947196,0.895184952,24.25256926,126.6545592,302.8132318,130.2590241
533722 (2014 NE52),2.383871184,0.658557532,3.859785229,54.53268743,337.5798999,242.3970906
535844 (2015 BY310),1.584540947,0.399844334,4.857528232,328.7999808,229.2213614,306.9036304
536531 (2015 DV215),1.538431181,0.402510737,13.199448,13.93380128,41.36858689,69.8619707
537395 (2015 LG2),1.259376968,0.181629855,21.28651623,133.1306452,188.8963536,283.6272154
538212 (2016 CA136),2.031282711,0.781272966,1.255452633,239.8687753,124.8583092,262.281532
539063 (2016 MK1),1.500745666,0.715750328,10.777874,178.3204086,240.67883,64.18114157
       (1979 XB),2.228139447,0.708457222,24.73433191,86.05548731,75.57980384,346.3189367
       (1983 LC),2.600763332,0.715149485,1.563161164,159.7094363,184.8566271,302.0606853
       (1991 GO),1.925167379,0.655022506,9.554172715,24.0591413,89.66644863,58.71056843
       (1994 CJ1),1.490547433,0.325316608,2.307236697,172.0413095,65.28003582,217.6835723
       (1994 EK),2.150236517,0.638748825,6.040786205,332.8933811,99.40855462,202.1823231
       (1994 NE),2.046733831,0.606432602,27.59082499,104.9863426,246.1216796,344.6531385
       (1995 CR),0.906960404,0.868435258,4.067391785,342.5658923,322.5877757,274.7313392
       (1996 JA1),2.566547124,0.700987826,21.61142863,55.84369743,248.4913713,343.7809997
       (1997 GL3),2.26990997,0.783923771,6.681181536,194.3434402,262.5747269,340.1446405
       (1997 GD32),2.103406242,0.599207067,5.263373642,55.32998536,226.5982327,256.7196413
       (1997 QK1),2.780053842,0.647533314,2.891320449,306.7625614,2.979501036,0.132297904
       (1997 VG6),1.606311602,0.563023456,18.48378456,51.99366336,250.5261934,41.24852264
       (1997 WQ23),1.737422813,0.494827878,2.44799823,55.83162955,296.5859833,52.56386559
       (1998 BY7),2.021942373,0.606666018,3.282074552,122.0194178,90.47888638,320.4489355
       (1998 HT31),2.51161425,0.692874489,6.791159234,213.9050035,80.42004987,348.0727784
       (1998 HH49),1.550763805,0.502347588,8.418566687,23.48786816,287.8759034,216.7048653
       (1998 QK28),2.338437042,0.578374466,7.865885437,174.5215697,204.7549262,79.00206195
       (1998 QA62),2.058831237,0.745213653,24.87289206,181.6061675,273.1664763,341.2383267
       (1998 SH2),2.742522636,0.714214258,2.403903678,6.363304251,268.4609188,355.7679633
       (1998 SU4),1.147898361,0.580367676,23.15297067,350.6062599,241.8247303,83.29904417
       (1998 SY14),2.833210828,0.669898316,3.473150814,39.68728733,22.52309839,222.0642918
       (1998 SL36),1.39090745,0.418343368,19.0530251,353.1107401,116.773896,132.086377
       (1998 US18),2.60658572,0.676665229,9.652588689,207.3198294,115.3874049,106.7142922
       (1998 WB2),1.975038644,0.587816753,2.382756158,52.24796236,78.69034328,321.792003
       (1998 XD12),1.398972866,0.623958786,13.52589325,259.9825235,69.27581986,38.74817198
       (1999 FR19),1.544099993,0.476634187,20.81482032,0.745495355,106.7277019,28.35029537
       (1999 GL4),2.118431384,0.603195041,7.261158483,178.422591,293.8976131,36.73380932
       (1999 JZ10),1.306108392,0.473186457,25.91659917,54.52427591,80.00120908,208.9857001
       (1999 LX1),1.164488521,0.726764188,19.80369424,251.9948601,133.3559985,321.105993
       (1999 RM45),1.681262901,0.64405863,10.88953142,162.8360872,88.77176803,303.7913929
       (1999 SG10),1.453688881,0.613576669,23.56039881,13.4222325,103.3840497,0.553708222
       (1999 TO13),1.582958277,0.435809662,20.24694983,15.1362389,302.2273701,25.96738457
       (1999 TT16),2.160569405,0.66310685,1.989126372,327.1554973,149.4854254,208.6159922
       (1999 UR),1.898719837,0.503739727,3.592130746,50.65458622,18.2487668,19.95327578
       (1999 VR6),2.191768656,0.75922274,8.533247006,212.4573893,294.5860129,163.7499473
       (1999 XS35),17.77226309,0.947431157,19.48099844,49.07451838,332.9500279,101.8246675
       (1999 XK136),2.376885545,0.702510194,2.68562905,62.87934485,303.3280261,271.6656098
       (1999 YD),2.461475024,0.593547284,1.376910623,9.395865754,61.84882692,158.9476348
       (2000 AA6),1.286396051,0.519288687,2.031282848,279.8152178,287.6192435,82.84235144
       (2000 BO28),1.698369016,0.599902524,6.342533501,319.8036129,303.3477548,98.71657093
       (2000 CM33),1.322699534,0.272194867,11.55174792,132.8481768,50.20752812,231.9605731
